Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-08-10 00:00:00-04:00,176.41762210433706,177.58935561197563,176.41762210433706,177.50506591796875,80270700,0.0,0.0,0.0
2015-08-11 00:00:00-04:00,176.1563372406867,176.57782438288814,175.13633269694185,175.9034423828125,126081400,0.0,0.0,0.0
2015-08-12 00:00:00-04:00,174.58836990706806,176.29960633575968,173.11316520214325,176.11415100097656,172123700,0.0,0.0,0.0
2015-08-13 00:00:00-04:00,175.95395998764815,176.64520484401035,175.34701767666365,175.89495849609375,89383300,0.0,0.0,0.0
2015-08-14 00:00:00-04:00,175.70109549413178,176.61150911750673,175.55779143250302,176.53564453125,72786500,0.0,0.0,0.0
2015-08-17 00:00:00-04:00,175.93711394622727,177.5218963623047,175.47347566116628,177.5218963623047,79072600,0.0,0.0,0.0
2015-08-18 00:00:00-04:00,177.24372213868315,177.59776970217663,176.77165872069185,177.0076904296875,71692700,0.0,0.0,0.0
2015-08-19 00:00:00-04:00,176.25746402069578,177.03299870433477,174.79069721452058,175.60838317871094,172946000,0.0,0.0,0.0
2015-08-20 00:00:00-04:00,174.08255453097036,175.58304720834417,171.8823918964091,171.94140625,194327900,0.0,0.0,0.0
2015-08-21 00:00:00-04:00,170.05309549679143,171.91607319332294,166.50418311829705,166.7655029296875,346588500,0.0,0.0,0.0
2015-08-24 00:00:00-04:00,158.04923310193374,166.4705368993585,153.758484764607,159.7436065673828,507244300,0.0,0.0,0.0
2015-08-25 00:00:00-04:00,164.7423809116939,164.75924399104267,157.56867774870275,157.8637237548828,369833100,0.0,0.0,0.0
2015-08-26 00:00:00-04:00,161.9184612454917,164.2029137767897,158.79102177967897,163.92474365234375,339257000,0.0,0.0,0.0
2015-08-27 00:00:00-04:00,166.08275475498033,168.10588737643758,164.55697374740646,167.9794464111328,274143900,0.0,0.0,0.0
2015-08-28 00:00:00-04:00,167.3303201282939,168.45990207383537,166.8413937199041,167.9878387451172,160414400,0.0,0.0,0.0
2015-08-31 00:00:00-04:00,167.00163278193648,167.8614701370459,166.0743559418414,166.63072204589844,163298800,0.0,0.0,0.0
