Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-08-10 00:00:00-04:00,61.454858345293125,61.477456662170326,61.33432632557066,61.37199401855469,1173300,0.0,0.0,0.0
2015-08-11 00:00:00-04:00,61.57541202560217,61.688409407567555,61.552813698666206,61.60554504394531,1424200,0.0,0.0,0.0
2015-08-12 00:00:00-04:00,61.7109810365542,61.79384536432695,61.56785644545108,61.58292007446289,1029700,0.0,0.0,0.0
2015-08-13 00:00:00-04:00,61.52266327828208,61.58292929792177,61.4322699961065,61.45486831665039,845500,0.0,0.0,0.0
2015-08-14 00:00:00-04:00,61.43229675292969,61.52269007447606,61.4021637299854,61.43229675292969,2279800,0.0,0.0,0.0
2015-08-17 00:00:00-04:00,61.575409659030726,61.60554267621575,61.51514937194605,61.5452766418457,821900,0.0,0.0,0.0
2015-08-18 00:00:00-04:00,61.46995872114518,61.515161129204834,61.40969267525663,61.43229675292969,1083900,0.0,0.0,0.0
2015-08-19 00:00:00-04:00,61.372025013220856,61.67334946742166,61.33435730121354,61.6507453918457,1356600,0.0,0.0,0.0
2015-08-20 00:00:00-04:00,61.673316245350904,61.74864588150118,61.65071218195126,61.70344924926758,1536900,0.0,0.0,0.0
2015-08-21 00:00:00-04:00,61.7487098179938,61.83910317605704,61.673380103844835,61.80144119262695,3459200,0.0,0.0,0.0
2015-08-24 00:00:00-04:00,61.997258456171295,62.09518643940208,61.71853239227415,61.78632736206055,4751800,0.0,0.0,0.0
2015-08-25 00:00:00-04:00,61.7109810365542,61.7109810365542,61.46992274138341,61.58292007446289,5325500,0.0,0.0,0.0
2015-08-26 00:00:00-04:00,61.424714639402886,61.5753738905262,61.281584327738315,61.319252014160156,2742500,0.0,0.0,0.0
2015-08-27 00:00:00-04:00,61.29672079204047,61.485047935714476,61.28165140206509,61.402183532714844,2671000,0.0,0.0,0.0
2015-08-28 00:00:00-04:00,61.53775945959143,61.57542142780693,61.4021637299854,61.43229675292969,2723900,0.0,0.0,0.0
2015-08-31 00:00:00-04:00,61.53024924942445,61.54531289324706,61.34192209155369,61.349456787109375,3103700,0.0,0.0,0.0
2015-09-01 00:00:00-04:00,61.43848024936332,61.55171118503351,61.40073468441839,61.498870849609375,2577700,0.168,0.0,0.0
2015-09-02 00:00:00-04:00,61.438501302339915,61.5215369663407,61.393211216218255,61.4536018371582,1934700,0.0,0.0,0.0
2015-09-03 00:00:00-04:00,61.53661065538969,61.57435622033462,61.44603051418524,61.498870849609375,2503000,0.0,0.0,0.0
2015-09-04 00:00:00-04:00,61.60457029767333,61.67250542428345,61.50643986173659,61.64986038208008,1213800,0.0,0.0,0.0
2015-09-08 00:00:00-04:00,61.53661065538969,61.53661065538969,61.45358077900715,61.498870849609375,1194600,0.0,0.0,0.0
2015-09-09 00:00:00-04:00,61.31015269162641,61.57435436076811,61.29505216243863,61.483768463134766,4265400,0.0,0.0,0.0
2015-09-10 00:00:00-04:00,61.46867679978977,61.46867679978977,61.355445861816406,61.355445861816406,1889000,0.0,0.0,0.0
2015-09-11 00:00:00-04:00,61.51396376234588,61.544159061557,61.46112342851754,61.483768463134766,1411500,0.0,0.0,0.0
2015-09-14 00:00:00-04:00,61.55926144985542,61.56680595551271,61.476225814308265,61.498870849609375,905900,0.0,0.0,0.0
2015-09-15 00:00:00-04:00,61.438480775779844,61.446031040666455,61.18937386700397,61.24221420288086,1697300,0.0,0.0,0.0
2015-09-16 00:00:00-04:00,61.196917509367964,61.249757839526644,61.14407717920928,61.2044677734375,1579000,0.0,0.0,0.0
2015-09-17 00:00:00-04:00,61.17428320942874,61.55171585083008,61.15918267864025,61.55171585083008,1833200,0.0,0.0,0.0
2015-09-18 00:00:00-04:00,61.619653484295235,61.73288443318378,61.58945818064727,61.72533416748047,1639800,0.0,0.0,0.0
2015-09-21 00:00:00-04:00,61.612101785279556,61.64984159105987,61.45358077900715,61.498870849609375,933800,0.0,0.0,0.0
2015-09-22 00:00:00-04:00,61.59699435119919,61.73287030694009,61.58189958241198,61.61209487915039,1444000,0.0,0.0,0.0
2015-09-23 00:00:00-04:00,61.64229017588881,61.672479713463254,61.559254549649154,61.61209487915039,709000,0.0,0.0,0.0
2015-09-24 00:00:00-04:00,61.77815173322077,61.79325225906027,61.61963076688511,61.63473129272461,1454400,0.0,0.0,0.0
2015-09-25 00:00:00-04:00,61.596996442708,61.61964147623972,61.52151107788086,61.52151107788086,1134000,0.0,0.0,0.0
2015-09-28 00:00:00-04:00,61.619659283261,61.72533997639174,61.55172416303375,61.680049896240234,1305000,0.0,0.0,0.0
